"","importance","feature","iter","feat_group","cancer_type","agg_level","win_len","is_upper","raw_feature","upper"
"7901",2.80927900710667,"upper_RXRA",7,"tf","breast","99.",100000,1,"RXRA","Distant"
"7902",4.34794075049976,"upper_SP1",7,"tf","breast","99.",100000,1,"SP1","Distant"
"7903",0.604353663343705,"upper_YY1",7,"tf","breast","99.",100000,1,"YY1","Distant"
"7904",0.180496899273521,"upper_ZBTB33",7,"tf","breast","99.",100000,1,"ZBTB33","Distant"
"7905",0.00499834918766965,"ATF3",8,"tf","breast","99.",100000,0,"ATF3","Current"
"7906",0.107836760900363,"CTCF",8,"tf","breast","99.",100000,0,"CTCF","Current"
"7907",0.0686823991061263,"EGR1",8,"tf","breast","99.",100000,0,"EGR1","Current"
"7908",0.00848860319661844,"FOXA1",8,"tf","breast","99.",100000,0,"FOXA1","Current"
"7909",0.0545458556052605,"FOXA2",8,"tf","breast","99.",100000,0,"FOXA2","Current"
"7910",0.025142253439881,"GABPA",8,"tf","breast","99.",100000,0,"GABPA","Current"
"7911",0.21289883461455,"HNF4A",8,"tf","breast","99.",100000,0,"HNF4A","Current"
"7912",0.0542694317274863,"HNF4G",8,"tf","breast","99.",100000,0,"HNF4G","Current"
"7913",0.00312234677640049,"JUND",8,"tf","breast","99.",100000,0,"JUND","Current"
"7914",0.0121957323531669,"MAX",8,"tf","breast","99.",100000,0,"MAX","Current"
"7915",0.631533798194213,"NR2F2",8,"tf","breast","99.",100000,0,"NR2F2","Current"
"7916",0.0462381469693448,"REST",8,"tf","breast","99.",100000,0,"REST","Current"
"7917",0.0694746388634127,"RXRA",8,"tf","breast","99.",100000,0,"RXRA","Current"
"7918",0.0320698164836024,"SP1",8,"tf","breast","99.",100000,0,"SP1","Current"
"7919",0.0182465731382974,"YY1",8,"tf","breast","99.",100000,0,"YY1","Current"
"7920",0.00746990377879297,"ZBTB33",8,"tf","breast","99.",100000,0,"ZBTB33","Current"
"7921",0.169230880131744,"upper_ATF3",8,"tf","breast","99.",100000,1,"ATF3","Distant"
"7922",1.75928429074145,"upper_CTCF",8,"tf","breast","99.",100000,1,"CTCF","Distant"
"7923",2.7739868867621,"upper_EGR1",8,"tf","breast","99.",100000,1,"EGR1","Distant"
